IsActiveMember,CustomerID,Surname,CreditScore,RiskLevel,Geography,Gender,Age,AgeGroup,Tenure,TenureGroup,Balance,NumuberofProducts,AccountType,HasCrCard,IsActiveMember,EstimatedSalary,CustomerValue,IncomeGroup,Exited,ChurnFlag
4687,15607314,Chiefo,536,Medium Risk,Spain,Male,53,Old,2,New,143923.96,1,Basic,1,0,2019.78,Low value,Low,1,Churned
4688,15576745,Fyodorov,769,Low Risk,France,Male,48,Middle Age,2,New,96542.16,2,Standard,0,1,197885.72,High Value,High,0,Retained
4689,15669606,Chu,690,Medium Risk,France,Male,33,Middle Age,5,Established,0,2,Standard,1,0,138017.68,High Value,High,0,Retained
4690,15737832,Robertson,771,Low Risk,Spain,Male,45,Middle Age,0,New,139825.56,1,Basic,0,0,170984.97,Medium Value,High,1,Churned
4691,15681990,Palmerston,497,High Risk,Germany,Male,24,Adolescence,6,Loyal,111769.14,2,Standard,1,0,55859.27,Medium Value,Medium,0,Retained
4692,15758050,Madukwe,622,Medium Risk,Spain,Male,37,Middle Age,4,Established,0,2,Standard,1,0,4459.5,Low value,Low,0,Retained
4693,15787848,Chinedum,602,Medium Risk,Spain,Male,30,Middle Age,9,Very Loyal,113672.18,2,Standard,0,0,102135.92,High Value,High,0,Retained
4694,15713594,French,543,Medium Risk,France,Female,32,Middle Age,7,Loyal,147256.86,1,Basic,1,0,112771.95,Medium Value,High,0,Retained
4695,15588186,Polyakov,520,Medium Risk,Spain,Male,45,Middle Age,7,Loyal,107023.03,1,Basic,1,0,32903.93,Low value,Low,0,Retained
4696,15786739,Clements,669,Medium Risk,France,Male,37,Middle Age,1,New,125529.55,1,Basic,1,1,162260.93,Medium Value,High,0,Retained
4697,15699467,Connor,631,Medium Risk,Spain,Female,41,Middle Age,0,New,0,1,Basic,0,0,87959.83,Medium Value,Medium,0,Retained
4698,15680706,Balashov,537,Medium Risk,Germany,Male,48,Middle Age,4,Established,131834.8,1,Basic,1,0,166476.95,Medium Value,High,1,Churned
4699,15645717,Avdeeva,732,Low Risk,France,Male,62,Old,2,New,0,2,Standard,1,1,25438.87,Low value,Low,0,Retained
4700,15748597,Chester,844,Low Risk,Spain,Male,56,Old,5,Established,99529.7,1,Basic,0,1,157230.06,Medium Value,High,1,Churned
4701,15773709,Hung,838,Low Risk,Spain,Male,35,Middle Age,0,New,0,2,Standard,0,1,197305.91,High Value,High,0,Retained
4702,15629787,Tu,652,Medium Risk,France,Male,27,Adolescence,10,Very Loyal,107303.72,2,Standard,0,0,44435.76,Low value,Low,0,Retained
4703,15661007,Thompson,660,Medium Risk,France,Male,33,Middle Age,0,New,72783.42,1,Basic,0,0,181051.99,Medium Value,High,0,Retained
4704,15686812,Jones,692,Medium Risk,Spain,Female,44,Middle Age,8,Loyal,0,1,Basic,0,1,159069.37,Medium Value,High,0,Retained
4705,15754113,Li,588,Medium Risk,France,Female,35,Middle Age,0,New,0,2,Standard,1,1,155485.24,High Value,High,0,Retained
4706,15749489,Denisova,533,Medium Risk,Germany,Female,22,Adolescence,10,Very Loyal,115743.6,1,Basic,0,0,43852.05,Low value,Low,0,Retained
4707,15574352,Clogstoun,850,Low Risk,France,Male,43,Middle Age,4,Established,161256.53,1,Basic,1,1,140071.57,Medium Value,High,0,Retained
4708,15701281,Tan,511,Medium Risk,France,Male,27,Adolescence,8,Loyal,0,2,Standard,1,1,49089.36,Low value,Low,0,Retained
4709,15811985,Power,530,Medium Risk,Spain,Male,44,Middle Age,6,Loyal,0,2,Standard,0,0,55893.37,Medium Value,Medium,0,Retained
4710,15713505,Harriman,554,Medium Risk,France,Male,31,Middle Age,1,New,0,2,Standard,0,1,192660.55,High Value,High,0,Retained
4711,15685653,Benson,585,Medium Risk,Germany,Female,40,Middle Age,3,Established,162261.01,2,Standard,1,0,137028.51,High Value,High,0,Retained
4712,15758831,Thornton,754,Low Risk,France,Male,39,Middle Age,3,Established,74896.33,1,Basic,0,0,34430.16,Low value,Low,0,Retained
4713,15618774,White,474,High Risk,France,Male,54,Old,3,Established,0,1,Basic,1,0,108409.17,Medium Value,High,1,Churned
4714,15764448,Mackenzie,837,Low Risk,Germany,Male,35,Middle Age,0,New,144037.6,1,Basic,1,0,145325.32,Medium Value,High,0,Retained
4715,15611024,Kalinina,567,Medium Risk,France,Female,23,Adolescence,9,Very Loyal,93522.2,1,Basic,0,1,81425.61,Medium Value,Medium,0,Retained
4716,15738220,Bennet,800,Low Risk,Spain,Male,38,Middle Age,1,New,0,2,Standard,1,0,51553.43,Medium Value,Medium,0,Retained
4717,15805764,Hallahan,646,Medium Risk,France,Male,18,Adolescence,10,Very Loyal,0,2,Standard,0,1,52795.15,Medium Value,Medium,0,Retained
4718,15580487,Martin,627,Medium Risk,Germany,Male,38,Middle Age,8,Loyal,106922.92,2,Standard,0,1,84270.09,Medium Value,Medium,0,Retained
4719,15675787,Rivera,505,Medium Risk,France,Male,26,Adolescence,8,Loyal,112972.57,1,Basic,1,0,145011.62,Medium Value,High,0,Retained
4720,15583580,Chiawuotu,566,Medium Risk,Germany,Female,35,Middle Age,1,New,123042,1,Basic,1,0,66245.44,Medium Value,Medium,1,Churned
4721,15780654,Sergeyev,619,Medium Risk,Germany,Female,33,Middle Age,3,Established,100488.92,2,Standard,0,1,36446.74,Low value,Low,0,Retained
4722,15695034,Christie,757,Low Risk,France,Female,44,Middle Age,4,Established,123322.15,1,Basic,1,0,137136.29,Medium Value,High,0,Retained
4723,15805671,Louis,648,Medium Risk,France,Male,32,Middle Age,0,New,0,1,Basic,0,1,117323.31,Medium Value,High,0,Retained
4724,15790658,Iqbal,621,Medium Risk,Spain,Male,42,Middle Age,8,Loyal,68683.68,1,Basic,1,1,74157.71,Medium Value,Medium,0,Retained
4725,15578648,Marino,543,Medium Risk,Germany,Male,49,Middle Age,6,Loyal,59532.18,1,Basic,1,0,104253.56,Medium Value,High,0,Retained
4726,15734987,Robertson,658,Medium Risk,France,Female,43,Middle Age,7,Loyal,140260.36,2,Standard,1,0,2748.72,Low value,Low,0,Retained
4727,15721740,Pai,633,Medium Risk,Germany,Male,50,Middle Age,7,Loyal,88302.65,1,Basic,1,1,195937.16,Medium Value,High,0,Retained
4728,15641822,Barese,648,Medium Risk,France,Female,19,Adolescence,1,New,0,2,Standard,0,1,22101.86,Low value,Low,0,Retained
4729,15765650,Chigolum,501,Medium Risk,Germany,Male,40,Middle Age,5,Established,114655.58,1,Basic,0,0,126535.92,Medium Value,High,0,Retained
4730,15788556,Trouette,683,Medium Risk,France,Female,42,Middle Age,4,Established,148283.94,1,Basic,1,1,44692.63,Low value,Low,1,Churned
4731,15576550,Ugochukwu,619,Medium Risk,Spain,Female,38,Middle Age,1,New,0,1,Basic,1,0,112442.63,Medium Value,High,1,Churned
4732,15622230,Cribb,705,Low Risk,France,Female,35,Middle Age,3,Established,0,2,Standard,0,1,66331.01,Medium Value,Medium,0,Retained
4733,15653937,McIntyre,638,Medium Risk,Germany,Female,53,Old,1,New,123916.67,1,Basic,1,0,16657.68,Low value,Low,1,Churned
4734,15743538,Pickering,710,Low Risk,France,Female,31,Middle Age,1,New,0,2,Standard,1,0,20081.3,Low value,Low,0,Retained
4735,15591740,Fletcher,590,Medium Risk,France,Female,54,Old,4,Established,0,2,Standard,1,1,93820.49,Medium Value,Medium,1,Churned
4736,15650086,Uchenna,725,Low Risk,France,Male,43,Middle Age,2,New,165896,2,Standard,1,0,130795.52,High Value,High,0,Retained
4737,15718773,Pisano,638,Medium Risk,France,Female,32,Middle Age,0,New,0,2,Standard,1,0,160129.99,High Value,High,0,Retained
4738,15615140,Corson,791,Low Risk,France,Male,36,Middle Age,6,Loyal,111168.97,1,Basic,1,1,189969.91,Medium Value,High,0,Retained
4739,15644361,Hooper,702,Low Risk,France,Female,40,Middle Age,1,New,103549.24,1,Basic,0,0,9712.52,Low value,Low,1,Churned
4740,15774536,He,607,Medium Risk,France,Female,32,Middle Age,6,Loyal,0,2,Standard,0,0,196062.01,High Value,High,0,Retained
4741,15618661,Chidubem,535,Medium Risk,France,Male,30,Middle Age,6,Loyal,103804.97,1,Basic,1,1,125710.53,Medium Value,High,0,Retained
4742,15605020,Schofield,651,Medium Risk,France,Male,45,Middle Age,2,New,165901.59,2,Standard,1,0,23054.51,Low value,Low,1,Churned
4743,15762134,Liang,506,Medium Risk,Germany,Male,59,Old,8,Loyal,119152.1,2,Standard,1,1,170679.74,High Value,High,0,Retained
4744,15685279,Somadina,511,Medium Risk,Spain,Female,57,Old,8,Loyal,122950.31,1,Basic,1,1,181258.76,Medium Value,High,0,Retained
4745,15582849,McIntosh,757,Low Risk,France,Female,51,Old,1,New,0,1,Basic,1,1,22835.13,Low value,Low,1,Churned
4746,15655410,Hinton,768,Low Risk,Germany,Male,49,Middle Age,1,New,133384.66,1,Basic,1,0,102397.22,Medium Value,High,1,Churned
4747,15649129,Sal,757,Low Risk,France,Male,32,Middle Age,9,Very Loyal,0,2,Standard,1,0,115950.96,High Value,High,0,Retained
4748,15702380,De Luca,663,Medium Risk,Spain,Male,64,Old,6,Loyal,0,2,Standard,0,1,15876.52,Low value,Low,0,Retained
4749,15759067,Bromby,537,Medium Risk,Germany,Female,37,Middle Age,7,Loyal,158411.95,4,Premium,1,1,117690.58,High Value,High,1,Churned
4750,15683027,Chang,570,Medium Risk,Germany,Male,29,Adolescence,4,Established,122028.65,2,Standard,1,1,173792.77,High Value,High,0,Retained
4751,15597487,Hunter,850,Low Risk,France,Female,35,Middle Age,5,Established,0,1,Basic,1,1,80992.8,Medium Value,Medium,0,Retained
4752,15763256,Sheppard,661,Medium Risk,Germany,Female,64,Old,8,Loyal,128751.65,2,Standard,1,0,189398.18,High Value,High,1,Churned
4753,15620111,Fan,659,Medium Risk,France,Male,54,Old,8,Loyal,133436.52,1,Basic,1,0,56787.8,Medium Value,Medium,0,Retained
4754,15623053,Muir,454,High Risk,Spain,Male,40,Middle Age,2,New,123177.01,1,Basic,1,0,148309.98,Medium Value,High,0,Retained
4755,15595592,Lai,708,Low Risk,France,Female,59,Old,2,New,0,1,Basic,1,0,179673.11,Medium Value,High,1,Churned
4756,15740072,Padovesi,720,Low Risk,France,Female,37,Middle Age,2,New,120328.88,2,Standard,1,1,138470.21,High Value,High,0,Retained
4757,15778005,Kemp,785,Low Risk,France,Female,39,Middle Age,1,New,130147.98,1,Basic,1,0,163798.41,Medium Value,High,1,Churned
4758,15583278,Greece,743,Low Risk,Spain,Female,36,Middle Age,8,Loyal,92716.96,1,Basic,1,1,33693.78,Low value,Low,0,Retained
4759,15601263,Young,493,High Risk,Spain,Female,48,Middle Age,7,Loyal,0,2,Standard,1,0,48545.1,Low value,Low,0,Retained
4760,15709222,Chukwueloka,557,Medium Risk,Spain,Male,34,Middle Age,3,Established,0,1,Basic,0,1,123427.98,Medium Value,High,0,Retained
4761,15713949,Woods,850,Low Risk,France,Male,40,Middle Age,1,New,76914.21,1,Basic,1,0,174183.44,Medium Value,High,0,Retained
4762,15717706,Forbes,799,Low Risk,France,Female,32,Middle Age,3,Established,106045.92,2,Standard,1,1,17938,Low value,Low,0,Retained
4763,15756071,Kang,756,Low Risk,France,Male,34,Middle Age,1,New,103133.26,1,Basic,1,1,90059.04,Medium Value,Medium,0,Retained
4764,15696564,Nweke,752,Low Risk,France,Male,38,Middle Age,0,New,145974.79,2,Standard,1,1,137694.23,High Value,High,0,Retained
4765,15657637,Ts'ui,696,Medium Risk,Spain,Female,36,Middle Age,3,Established,0,3,Premium,1,0,65039.9,Medium Value,Medium,0,Retained
4766,15755863,Milano,630,Medium Risk,Spain,Female,49,Middle Age,1,New,0,2,Standard,0,1,162858.29,High Value,High,0,Retained
4767,15719858,Chao,659,Medium Risk,Spain,Female,38,Middle Age,9,Very Loyal,0,2,Standard,1,1,35701.06,Low value,Low,0,Retained
4768,15688876,Wan,685,Medium Risk,Spain,Male,39,Middle Age,9,Very Loyal,0,2,Standard,1,1,18826.06,Low value,Low,0,Retained
4769,15698528,Napolitani,599,Medium Risk,Spain,Female,31,Middle Age,3,Established,0,1,Basic,1,1,130086.47,Medium Value,High,1,Churned
4770,15770345,Kovaleva,559,Medium Risk,Spain,Female,31,Middle Age,1,New,139183.06,1,Basic,0,1,143360.56,Medium Value,High,0,Retained
4771,15761506,Russell,615,Medium Risk,Spain,Male,19,Adolescence,5,Established,0,2,Standard,1,0,159920.92,High Value,High,0,Retained
4772,15716619,Chiebuka,580,Medium Risk,Germany,Female,36,Middle Age,3,Established,74974.89,1,Basic,1,1,12099.67,Low value,Low,0,Retained
4773,15788367,Ellis,487,High Risk,Spain,Male,44,Middle Age,6,Loyal,61691.45,1,Basic,1,1,53087.98,Medium Value,Medium,0,Retained
4774,15709451,Gordon,646,Medium Risk,Germany,Female,35,Middle Age,1,New,121952.75,2,Standard,1,1,142839.82,High Value,High,0,Retained
4775,15640421,Conway,811,Low Risk,France,Female,35,Middle Age,7,Loyal,0,1,Basic,1,1,178.19,Low value,Low,0,Retained
4776,15580068,Buccho,526,Medium Risk,Spain,Male,35,Middle Age,5,Established,0,2,Standard,1,1,105618.14,High Value,High,0,Retained
4777,15677123,Aksyonova,767,Low Risk,Spain,Male,37,Middle Age,7,Loyal,0,2,Standard,1,1,24734.25,Low value,Low,0,Retained
4778,15619801,Batty,548,Medium Risk,France,Female,33,Middle Age,1,New,80107.83,2,Standard,0,1,82245.67,Medium Value,Medium,0,Retained
4779,15582246,Rowe,737,Low Risk,Spain,Female,45,Middle Age,2,New,0,2,Standard,0,1,177695.67,High Value,High,0,Retained
4780,15711843,Pisani,613,Medium Risk,Germany,Male,40,Middle Age,1,New,147856.82,3,Premium,0,0,107961.11,High Value,High,1,Churned
4781,15680046,Onochie,711,Low Risk,Spain,Male,36,Middle Age,8,Loyal,0,2,Standard,1,0,55207.41,Medium Value,Medium,0,Retained
4782,15804131,Farmer,850,Low Risk,Spain,Female,53,Old,7,Loyal,65407.16,2,Standard,0,0,182633.63,High Value,High,1,Churned
4783,15722611,Cameron,752,Low Risk,France,Female,53,Old,8,Loyal,114233.18,1,Basic,1,1,51587.04,Medium Value,Medium,0,Retained
4784,15729224,Jennings,710,Low Risk,France,Female,37,Middle Age,5,Established,0,2,Standard,1,0,115403.31,High Value,High,0,Retained
4785,15811588,Eluemuno,664,Medium Risk,Spain,Female,53,Old,7,Loyal,187602.18,1,Basic,1,0,186392.99,Medium Value,High,1,Churned
4786,15702138,Swift,510,Medium Risk,France,Female,22,Adolescence,3,Established,156834.34,1,Basic,0,0,44374.44,Low value,Low,0,Retained
4787,15749799,Pisani,577,Medium Risk,France,Female,34,Middle Age,2,New,0,2,Standard,1,1,84033.35,Medium Value,Medium,0,Retained
4788,15752885,Nnonso,529,Medium Risk,France,Male,42,Middle Age,1,New,157498.9,1,Basic,1,1,82276.62,Medium Value,Medium,0,Retained
4789,15674932,Cameron,757,Low Risk,Spain,Female,44,Middle Age,9,Very Loyal,0,2,Standard,1,0,177528.92,High Value,High,0,Retained
4790,15743828,Stevens,691,Medium Risk,France,Male,41,Middle Age,2,New,0,1,Basic,1,1,56850.92,Medium Value,Medium,1,Churned
4791,15642022,Zito,621,Medium Risk,Spain,Male,34,Middle Age,8,Loyal,0,1,Basic,0,0,47972.65,Low value,Low,0,Retained
4792,15746461,Taylor,709,Low Risk,Spain,Male,35,Middle Age,2,New,0,2,Standard,1,0,104982.39,High Value,High,0,Retained
4793,15809991,Ferrari,756,Low Risk,Spain,Male,19,Adolescence,4,Established,130274.22,1,Basic,1,1,133535.29,Medium Value,High,0,Retained
4794,15787322,Yeh,788,Low Risk,France,Female,41,Middle Age,6,Loyal,0,1,Basic,1,1,25571.37,Low value,Low,0,Retained
4795,15575498,Gould,705,Low Risk,France,Female,39,Middle Age,5,Established,149379.66,2,Standard,1,0,96075.55,Medium Value,Medium,0,Retained
4796,15691387,Agafonova,483,High Risk,France,Male,29,Adolescence,9,Very Loyal,0,1,Basic,1,1,81634.45,Medium Value,Medium,0,Retained
4797,15765457,Fowler,719,Low Risk,Spain,Male,35,Middle Age,1,New,100829.94,1,Basic,1,1,165008.97,Medium Value,High,0,Retained
4798,15666173,Chidumaga,793,Low Risk,Germany,Female,32,Middle Age,1,New,96408.98,1,Basic,1,1,138191.81,Medium Value,High,0,Retained
4799,15627377,Sabbatini,593,Medium Risk,France,Male,41,Middle Age,6,Loyal,0,2,Standard,1,1,99136.49,Medium Value,Medium,0,Retained
4800,15656683,Johnson,551,Medium Risk,France,Male,52,Old,1,New,0,1,Basic,0,0,63584.55,Medium Value,Medium,1,Churned
4801,15679810,Chapman,690,Medium Risk,France,Male,39,Middle Age,6,Loyal,0,2,Standard,1,0,160532.88,High Value,High,0,Retained
4802,15606310,Birk,823,Low Risk,France,Male,71,Old,5,Established,149105.08,1,Basic,0,1,162683.06,Medium Value,High,0,Retained
4803,15756871,Capon,512,Medium Risk,Spain,Male,39,Middle Age,3,Established,0,1,Basic,1,0,134878.19,Medium Value,High,0,Retained
4804,15610002,Chidubem,802,Low Risk,Spain,Male,41,Middle Age,5,Established,0,2,Standard,1,1,134626.3,High Value,High,0,Retained
4805,15567802,Childs,450,High Risk,Spain,Female,34,Middle Age,2,New,0,2,Standard,1,0,175480.93,High Value,High,0,Retained
4806,15745452,Sun,651,Medium Risk,Germany,Male,41,Middle Age,1,New,90218.11,1,Basic,1,0,174337.68,Medium Value,High,0,Retained
4807,15617252,Lung,697,Medium Risk,France,Female,33,Middle Age,1,New,87347.7,1,Basic,1,0,172524.51,Medium Value,High,0,Retained
4808,15753248,Tao,611,Medium Risk,France,Male,28,Adolescence,2,New,0,2,Standard,0,0,25395.83,Low value,Low,0,Retained
4809,15610755,Napolitano,643,Medium Risk,France,Female,33,Middle Age,0,New,137811.75,1,Basic,1,1,184856.89,Medium Value,High,0,Retained
4810,15662238,Davis,822,Low Risk,France,Male,37,Middle Age,3,Established,105563,1,Basic,1,0,182624.93,Medium Value,High,0,Retained
4811,15799186,Sagese,632,Medium Risk,France,Male,38,Middle Age,4,Established,0,2,Standard,0,0,192505.62,High Value,High,0,Retained
4812,15686941,Hutchinson,575,Medium Risk,Spain,Female,26,Adolescence,7,Loyal,0,2,Standard,1,0,112507.63,High Value,High,0,Retained
4813,15601172,Nelson,672,Medium Risk,France,Male,31,Middle Age,6,Loyal,91125.75,1,Basic,1,0,177295.92,Medium Value,High,0,Retained
4814,15723858,Schiavone,517,Medium Risk,Spain,Male,39,Middle Age,3,Established,0,2,Standard,0,1,12465.51,Low value,Low,0,Retained
4815,15615896,Chienezie,621,Medium Risk,Spain,Male,39,Middle Age,8,Loyal,0,2,Standard,1,0,36122.96,Low value,Low,0,Retained
4816,15737647,Obioma,775,Low Risk,Germany,Female,77,Old,6,Loyal,135120.56,1,Basic,1,0,37836.64,Low value,Low,0,Retained
4817,15582841,Butusov,600,Medium Risk,France,Male,29,Adolescence,8,Loyal,0,2,Standard,0,1,34747.43,Low value,Low,0,Retained
4818,15760090,Pisano,640,Medium Risk,France,Male,28,Adolescence,7,Loyal,0,2,Standard,1,1,131097.9,High Value,High,0,Retained
4819,15588587,Stetson,752,Low Risk,France,Female,36,Middle Age,1,New,86837.95,1,Basic,1,1,105280.55,Medium Value,High,0,Retained
4820,15683157,Waring,613,Medium Risk,France,Male,26,Adolescence,4,Established,100446.57,1,Basic,0,1,149653.81,Medium Value,High,0,Retained
4821,15694209,Fanucci,484,High Risk,France,Female,32,Middle Age,3,Established,0,2,Standard,1,1,139390.99,High Value,High,0,Retained
4822,15655875,Thao,511,Medium Risk,France,Female,33,Middle Age,3,Established,0,2,Standard,1,0,132436.71,High Value,High,0,Retained
4823,15805704,Murphy,745,Low Risk,France,Female,32,Middle Age,2,New,0,4,Premium,0,1,179705.13,High Value,High,1,Churned
4824,15744789,McConnell,786,Low Risk,Spain,Female,32,Middle Age,6,Loyal,114512.59,1,Basic,1,0,15796.66,Low value,Low,0,Retained
4825,15799357,Armfield,727,Low Risk,France,Male,35,Middle Age,5,Established,136364.46,1,Basic,0,0,142754.71,Medium Value,High,0,Retained
4826,15726153,Fanucci,622,Medium Risk,France,Male,31,Middle Age,5,Established,106260.67,1,Basic,1,1,2578.43,Low value,Low,0,Retained
4827,15713346,Panina,794,Low Risk,France,Male,24,Adolescence,10,Very Loyal,146126.75,1,Basic,1,1,88992.05,Medium Value,Medium,0,Retained
4828,15665053,Nixon,636,Medium Risk,Spain,Male,52,Old,4,Established,111284.53,1,Basic,0,1,32936.44,Low value,Low,1,Churned
4829,15592379,Walker,741,Low Risk,Spain,Female,42,Middle Age,9,Very Loyal,121056.63,2,Standard,1,0,39122.58,Low value,Low,0,Retained
4830,15692599,Chiemela,687,Medium Risk,France,Male,34,Middle Age,5,Established,128270.56,1,Basic,1,0,191092.62,Medium Value,High,0,Retained
4831,15620758,Martel,660,Medium Risk,Spain,Male,30,Middle Age,4,Established,0,2,Standard,1,0,129149.06,High Value,High,0,Retained
4832,15637428,Briggs,660,Medium Risk,France,Male,35,Middle Age,7,Loyal,0,2,Standard,1,0,13218.6,Low value,Low,0,Retained
4833,15808389,Iheatu,617,Medium Risk,France,Female,79,Old,7,Loyal,0,1,Basic,1,1,160589.18,Medium Value,High,0,Retained
4834,15807003,Jennings,762,Low Risk,France,Male,32,Middle Age,10,Very Loyal,191775.65,1,Basic,1,0,179657.83,Medium Value,High,0,Retained
4835,15702912,Ch'en,752,Low Risk,Spain,Female,35,Middle Age,2,New,0,1,Basic,1,0,44335.54,Low value,Low,1,Churned
4836,15590623,Kovalyov,561,Medium Risk,Spain,Male,34,Middle Age,4,Established,85141.79,2,Standard,1,1,29217.37,Low value,Low,0,Retained
4837,15728078,Yeh,609,Medium Risk,France,Male,26,Adolescence,10,Very Loyal,126392.18,1,Basic,0,1,43651.49,Low value,Low,0,Retained
4838,15708256,Chien,803,Low Risk,France,Male,28,Adolescence,3,Established,0,2,Standard,1,0,159654,High Value,High,0,Retained
4839,15582335,Brown,556,Medium Risk,France,Female,40,Middle Age,9,Very Loyal,129860.37,1,Basic,0,0,17992.94,Low value,Low,0,Retained
4840,15649150,Buddicom,531,Medium Risk,France,Female,53,Old,5,Established,127642.44,1,Basic,1,0,141501.45,Medium Value,High,1,Churned
4841,15691647,McGregor,411,High Risk,France,Female,35,Middle Age,2,New,0,2,Standard,1,1,93825.78,Medium Value,Medium,0,Retained
4842,15668270,Thompson,587,Medium Risk,Germany,Female,44,Middle Age,5,Established,125584.17,2,Standard,1,1,41852.24,Low value,Low,1,Churned
4843,15624820,Ross,683,Medium Risk,Spain,Male,56,Old,7,Loyal,50911.21,3,Premium,0,0,97629.31,Medium Value,Medium,1,Churned
4844,15736254,Ch'ang,654,Medium Risk,France,Male,29,Adolescence,2,New,91955.61,1,Basic,1,0,37065.66,Low value,Low,0,Retained
4845,15720814,Warren,670,Medium Risk,Germany,Female,36,Middle Age,2,New,84266.44,2,Standard,0,0,38614.69,Low value,Low,0,Retained
4846,15642997,Uspenskaya,655,Medium Risk,France,Female,36,Middle Age,2,New,147149.59,1,Basic,1,1,87816.86,Medium Value,Medium,0,Retained
4847,15693200,King,752,Low Risk,France,Female,36,Middle Age,7,Loyal,0,2,Standard,1,0,184866.86,High Value,High,0,Retained
4848,15624596,Trentini,534,Medium Risk,France,Female,23,Adolescence,5,Established,104822.45,1,Basic,0,1,160176.47,Medium Value,High,0,Retained
4849,15807167,Konovalova,635,Medium Risk,France,Male,42,Middle Age,1,New,146766.72,2,Standard,0,1,164357.1,High Value,High,0,Retained
4850,15660301,Dellucci,491,High Risk,Germany,Male,70,Old,6,Loyal,148745.92,2,Standard,1,1,17818.33,Low value,Low,0,Retained
4851,15593094,Goddard,516,Medium Risk,France,Male,27,Adolescence,9,Very Loyal,0,1,Basic,1,0,142680.64,Medium Value,High,1,Churned
4852,15618239,Neumann,530,Medium Risk,France,Female,48,Middle Age,0,New,0,1,Basic,1,0,85081.09,Medium Value,Medium,0,Retained
4853,15574137,Ch'in,687,Medium Risk,Spain,Male,35,Middle Age,3,Established,0,2,Standard,1,1,176450.19,High Value,High,0,Retained
4854,15614740,Walters,684,Medium Risk,France,Female,41,Middle Age,6,Loyal,135203.81,2,Standard,1,1,121967.88,High Value,High,0,Retained
4855,15574071,Muravyova,706,Low Risk,Germany,Male,23,Adolescence,2,New,93301.97,2,Standard,0,1,127187.04,High Value,High,0,Retained
4856,15671148,Barry,490,High Risk,Germany,Male,33,Middle Age,5,Established,96341,2,Standard,0,0,108313.34,High Value,High,0,Retained
4857,15721921,Woolnough,796,Low Risk,France,Male,44,Middle Age,8,Loyal,165326.2,1,Basic,1,1,57205.55,Medium Value,Medium,0,Retained
4858,15717995,Keen,849,Low Risk,France,Male,27,Adolescence,0,New,0,2,Standard,0,1,157891.86,High Value,High,0,Retained
4859,15632050,Liebe,779,Low Risk,France,Female,41,Middle Age,10,Very Loyal,99786.2,1,Basic,1,0,86927.53,Medium Value,Medium,0,Retained
4860,15647111,White,794,Low Risk,Spain,Female,22,Adolescence,4,Established,114440.24,1,Basic,1,1,107753.07,Medium Value,High,0,Retained
4861,15759991,Hunter,748,Low Risk,Spain,Male,36,Middle Age,4,Established,141573.55,1,Basic,1,0,82158.14,Medium Value,Medium,0,Retained
4862,15790204,Myers,663,Medium Risk,Spain,Female,22,Adolescence,9,Very Loyal,0,1,Basic,1,0,29135.89,Low value,Low,1,Churned
4863,15686780,Rogova,645,Medium Risk,Spain,Female,55,Old,1,New,133676.65,1,Basic,0,1,17095.49,Low value,Low,0,Retained
4864,15640491,Raff,464,High Risk,France,Female,33,Middle Age,10,Very Loyal,147493.7,2,Standard,1,0,100447.53,High Value,High,0,Retained
4865,15783225,Cocci,737,Low Risk,France,Male,54,Old,9,Very Loyal,0,1,Basic,1,0,83470.4,Medium Value,Medium,1,Churned
4866,15734438,Kanayochukwu,590,Medium Risk,France,Female,29,Adolescence,4,Established,0,2,Standard,1,0,121846.81,High Value,High,0,Retained
4867,15688760,Obialo,522,Medium Risk,Germany,Female,37,Middle Age,3,Established,95022.57,1,Basic,1,1,129107.59,Medium Value,High,0,Retained
4868,15768124,Liu,648,Medium Risk,France,Female,34,Middle Age,3,Established,0,1,Basic,1,0,54726.43,Medium Value,Medium,0,Retained
4869,15661330,Gilbert,754,Low Risk,France,Male,37,Middle Age,6,Loyal,0,1,Basic,1,1,116141.72,Medium Value,High,0,Retained
4870,15781272,Coles,669,Medium Risk,France,Male,50,Middle Age,4,Established,149713.61,3,Premium,1,1,124872.42,High Value,High,1,Churned
4871,15573888,Ponomaryov,648,Medium Risk,Germany,Female,43,Middle Age,1,New,107963.38,1,Basic,0,0,186438.86,Medium Value,High,1,Churned
4872,15575858,Bergamaschi,763,Low Risk,France,Male,40,Middle Age,3,Established,0,2,Standard,1,0,134281.11,High Value,High,0,Retained
4873,15645937,Guerin,790,Low Risk,Spain,Male,32,Middle Age,3,Established,0,1,Basic,1,0,91044.47,Medium Value,Medium,0,Retained
4874,15702337,Sinclair,581,Medium Risk,France,Male,37,Middle Age,7,Loyal,0,2,Standard,1,1,74320.75,Medium Value,Medium,0,Retained
4875,15764537,Dominguez,703,Low Risk,France,Male,43,Middle Age,8,Loyal,0,2,Standard,1,0,9704.66,Low value,Low,0,Retained
4876,15619616,Costa,571,Medium Risk,France,Female,33,Middle Age,9,Very Loyal,102017.25,2,Standard,0,0,128600.49,High Value,High,0,Retained
4877,15585133,Wei,657,Medium Risk,Spain,Female,27,Adolescence,8,Loyal,0,2,Standard,0,0,6468.24,Low value,Low,0,Retained
4878,15573971,Mills,737,Low Risk,France,Male,44,Middle Age,7,Loyal,0,2,Standard,0,0,57898.58,Medium Value,Medium,0,Retained
